wrk debian/4.1.0-3build1 [epoll] Copyright (C) 2012 Will Glozer
Running 10m test @ http://172.18.0.4:32329
  16 threads and 16 connections
1000 1728912628081.65 1728912638839.6274 10757.9775390625 10760.62744140625 redis-benchmark-00001-deployment-847b675f9c-np498
4000 1728912591566.9705 1728912638934.7717 47367.80126953125 47370.771728515625 redis-benchmark-00001-deployment-847b675f9c-pj79f
100 1728912638610.2336 1728912639838.3088 1228.0751953125 1235.308837890625 redis-benchmark-00001-deployment-847b675f9c-np498
100 1728912638921.6045 1728912640234.8794 1313.27490234375 1316.87939453125 redis-benchmark-00001-deployment-847b675f9c-fqbkm
30 1728912639935.443 1728912640240.9187 305.4755859375 307.918701171875 redis-benchmark-00001-deployment-847b675f9c-chwrr
100 1728912639078.3567 1728912640432.5652 1354.20849609375 1360.565185546875 redis-benchmark-00001-deployment-847b675f9c-fb65p
700 1728912632840.788 1728912640536.1785 7695.390380859375 7698.178466796875 redis-benchmark-00001-deployment-847b675f9c-q2q2t
700 1728912632842.1187 1728912640538.7083 7696.589599609375 7699.708251953125 redis-benchmark-00001-deployment-847b675f9c-hqgjz
40 1728912640532.219 1728912640929.264 397.044921875 400.263916015625 redis-benchmark-00001-deployment-847b675f9c-ldw4v
40 1728912640578.2764 1728912640938.1885 359.912109375 363.1884765625 redis-benchmark-00001-deployment-847b675f9c-m2sv4
2 1728912641012.196 1728912641032.7278 20.53173828125 23.727783203125 redis-benchmark-00001-deployment-847b675f9c-ldp9k
2000 1728912618351.6606 1728912641135.8694 22784.208740234375 22786.869384765625 redis-benchmark-00001-deployment-847b675f9c-p2lfw
100 1728912640819.216 1728912641737.6252 918.4091796875 921.625244140625 redis-benchmark-00001-deployment-847b675f9c-p2lfw
100 1728912641106.642 1728912642333.2812 1226.63916015625 1229.28125 redis-benchmark-00001-deployment-847b675f9c-n7x67
5 1728912642456.6904 1728912642538.0132 81.32275390625 85.01318359375 redis-benchmark-00001-deployment-847b675f9c-c4l4g
8000 1728912550446.4614 1728912643631.819 93185.35766601562 93188.81909179688 redis-benchmark-00001-deployment-847b675f9c-m2sv4
200 1728912641776.2856 1728912643939.5818 2163.296142578125 2166.581787109375 redis-benchmark-00001-deployment-847b675f9c-hqgjz
30 1728912643970.5503 1728912644333.1904 362.64013671875 365.1904296875 redis-benchmark-00001-deployment-847b675f9c-6sjwl
2 1728912644361.7007 1728912644433.4824 71.78173828125 74.482421875 redis-benchmark-00001-deployment-847b675f9c-td22z
200 1728912642546.6733 1728912644530.9785 1984.30517578125 1986.978515625 redis-benchmark-00001-deployment-847b675f9c-bcwgd
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency   491.40ms  526.46ms   1.99s    85.09%
    Req/Sec     1.87      3.06    10.00     83.46%
  920 requests in 10.00m, 268.44KB read
  Socket errors: connect 0, read 0, write 0, timeout 437
Requests/sec:      1.53
Transfer/sec:     458.07B
Requests: 	userdata: 0x406a3648	 completed.
